,0
"('hydrospher',)",2
"('recircul',)",2
"('nyu',)",2
"('quintupl',)",2
"('nicola',)",2
"('eleg',)",2
"('finesol',)",2
"('kwel',)",2
"('bimeet',)",2
"('flexbuild',)",2
"('tribolog',)",2
"('arc',)",2
"('gbit',)",2
"('bapaura',)",2
"('nanogrid',)",2
"('grasp',)",2
"('implant',)",2
"('sb',)",2
"('shake',)",2
"('rewardheat',)",2
"('enershift',)",2
"('ripe',)",2
"('tex',)",2
"('reassembl',)",2
"('rfid',)",2
"('tno',)",2
"('balkan',)",2
"('divis',)",2
"('integrid',)",2
"('waterjad',)",2
"('kyiv',)",2
"('spiral',)",2
"('homeskin',)",2
"('orchard',)",2
"('mrv',)",2
"('hypothesi',)",2
"('hu',)",2
"('cazt',)",2
"('évora',)",2
"('cebrab',)",2
"('spars',)",2
"('asept',)",2
"('solidif',)",2
"('nativ',)",2
"('estonian',)",2
"('unfeas',)",2
"('micron',)",2
"('fch',)",2
"('pedelec',)",2
"('easyebc',)",2
"('sharpli',)",2
"('brook',)",2
"('smolyan',)",2
"('volunt',)",2
"('registri',)",2
"('monowheel',)",2
"('renoboost',)",2
"('fosterreg',)",2
"('motif',)",2
"('cne',)",2
"('adjoin',)",2
"('toll',)",2
"('schneider',)",2
"('hurdl',)",2
"('shapeabl',)",2
"('amazon',)",2
"('bioffici',)",2
"('unreach',)",2
"('complementarili',)",2
"('tempo',)",2
"('unexpect',)",2
"('threefold',)",2
"('beol',)",2
"('ibecom',)",2
"('wageningen',)",2
"('recipi',)",2
"('unchart',)",2
"('twip',)",2
"('overload',)",2
"('nitrid',)",2
"('murcia',)",2
"('nighttim',)",2
"('sleep',)",2
"('gppp',)",2
"('alpin',)",2
"('holograph',)",2
"('hysland',)",2
"('sccale',)",2
"('foot',)",2
"('agc',)",2
"('plural',)",2
"('dozen',)",2
"('steelmak',)",2
"('disproportion',)",2
"('eurbn',)",2
"('dbm',)",2
"('ductil',)",2
"('technician',)",2
"('futurist',)",2
"('manifest',)",2
"('strictur',)",2
"('pd',)",2
"('est',)",2
"('discrep',)",2
"('slowli',)",2
"('defi',)",2
"('decent',)",2
"('hitech',)",2
"('distil',)",2
"('esfri',)",2
"('defens',)",2
"('catch',)",2
"('vastli',)",2
"('stefan',)",2
"('ruggedis',)",2
"('rescu',)",2
"('warmer',)",2
"('badli',)",2
"('tendenc',)",2
"('cl',)",2
"('pervas',)",2
"('żurawlów',)",2
"('disput',)",2
"('calcin',)",2
"('agrobioheat',)",2
"('hungri',)",2
"('disinfect',)",2
"('hyfisyn',)",2
"('outag',)",2
"('microfibr',)",2
"('inlin',)",2
"('balconi',)",2
"('backcast',)",2
"('solbio',)",2
"('integ',)",2
"('norwegian',)",2
"('underexploit',)",2
"('ferrofluid',)",2
"('dih',)",2
"('akin',)",2
"('iveco',)",2
"('coast',)",2
"('erad',)",2
"('nfp',)",2
"('outsourc',)",2
"('deepen',)",2
"('cyanobacteria',)",2
"('reco',)",2
"('solidpow',)",2
"('multiferro',)",2
"('ameland',)",2
"('heteropl',)",2
"('agnost',)",2
"('sanibuild',)",2
"('download',)",2
"('nmc',)",2
"('tug',)",2
"('ticket',)",2
"('vet',)",2
"('multimetal',)",2
"('squeez',)",2
"('overs',)",2
"('visionari',)",2
"('eolic',)",2
"('birth',)",2
"('impart',)",2
"('nss',)",2
"('microvehicl',)",2
"('kesterit',)",2
"('crawler',)",2
"('utilite',)",2
"('refract',)",2
"('wfn',)",2
"('trophic',)",2
"('quintín',)",2
"('discard',)",2
"('ray',)",2
"('ledmot',)",2
"('metabolom',)",2
"('delphi',)",2
"('mold',)",2
"('savoi',)",2
"('ecofriendli',)",2
"('enspol',)",2
"('neumann',)",2
"('theregul',)",2
"('isabel',)",2
"('edi',)",2
"('forens',)",2
"('dehydr',)",2
"('emaa',)",2
"('arch',)",2
"('eap',)",2
"('saul',)",2
"('frontend',)",2
"('fore',)",2
"('exet',)",2
"('sagex',)",2
"('eahp',)",2
"('jožef',)",2
"('qt',)",2
"('cpd',)",2
"('behav',)",2
"('superlattic',)",2
"('bathroom',)",2
"('rh',)",2
"('ictfootprint',)",2
"('titl',)",2
"('brickwork',)",2
"('magnetis',)",2
"('eficonsumpt',)",2
"('changeov',)",2
"('stepwis',)",2
"('arriv',)",2
"('ordin',)",2
"('matera',)",2
"('itn',)",2
"('pixel',)",2
"('mk',)",2
"('smartcombi',)",2
"('priori',)",2
"('analyst',)",2
"('voltaic',)",2
"('lignoflag',)",2
"('mechatron',)",2
"('messag',)",2
"('spillov',)",2
"('waterfal',)",2
"('ogc',)",2
"('für',)",2
"('contradict',)",2
"('chose',)",2
"('yarn',)",2
"('sofia',)",2
"('barsha',)",2
"('mich',)",2
"('prot',)",2
"('tenth',)",2
"('unproduct',)",2
"('stagnat',)",2
"('outperform',)",2
"('smagrinet',)",2
"('winner',)",2
"('magnesium',)",2
"('newman',)",2
"('assamb',)",2
"('dreeam',)",2
"('methyl',)",2
"('guidebook',)",2
"('sovereign',)",2
"('pvc',)",2
"('stairlift',)",2
"('monoton',)",2
"('lightest',)",2
"('deusto',)",2
"('someth',)",2
"('wedistrict',)",2
"('supervisori',)",2
"('consencu',)",2
"('chat',)",2
"('bionova',)",2
"('gaseou',)",2
"('effortless',)",2
"('cant',)",2
"('microelectron',)",2
"('weigh',)",2
"('lu',)",2
"('landmark',)",2
"('misinform',)",2
"('cdte',)",2
"('meristem',)",2
"('limerick',)",2
"('prodesa',)",2
"('profess',)",2
"('pusch',)",2
"('combat',)",2
"('tio',)",2
"('gshe',)",2
"('desorpt',)",2
"('sesa',)",2
"('bulki',)",2
"('idistributedpv',)",2
"('sitat',)",1
"('viru',)",1
"('comment',)",1
"('cruis',)",1
"('transcend',)",1
"('evapotranspir',)",1
"('unfit',)",1
"('phage',)",1
"('µl',)",1
"('revok',)",1
"('tachoclin',)",1
"('sellabl',)",1
"('professionalsinvolv',)",1
"('nevexn',)",1
"('empt',)",1
"('rioja',)",1
"('hide',)",1
"('egi',)",1
"('gridpocket',)",1
"('bootcamp',)",1
"('arecontroversi',)",1
"('barcamp',)",1
"('chimney',)",1
"('websit',)",1
"('sit',)",1
"('blanket',)",1
"('stave',)",1
"('publicis',)",1
"('efsi',)",1
"('herzegovina',)",1
"('mep',)",1
"('exfiltr',)",1
"('consequenti',)",1
"('biocor',)",1
"('catholiqu',)",1
"('commonplac',)",1
"('oh',)",1
"('christoph',)",1
"('dsb',)",1
"('adress',)",1
"('electrowin',)",1
"('tomograph',)",1
"('plugin',)",1
"('superh',)",1
"('clamsor',)",1
"('responsiveshad',)",1
"('garner',)",1
"('commerciallyavail',)",1
"('daughter',)",1
"('twtg',)",1
"('tidal',)",1
"('simaapp',)",1
"('lengthen',)",1
"('entitl',)",1
"('amaz',)",1
"('notch',)",1
"('everflo',)",1
"('technologytechnolog',)",1
"('dissimilar',)",1
"('mel',)",1
"('florafuel',)",1
"('ganga',)",1
"('vtax',)",1
"('psm',)",1
"('reciproc',)",1
"('ecolabel',)",1
"('ine',)",1
"('icon',)",1
"('latterli',)",1
"('geyser',)",1
"('hydropon',)",1
"('cresta',)",1
"('multisectori',)",1
"('thesensor',)",1
"('rijeka',)",1
"('vhf',)",1
"('axisymmetr',)",1
"('risen',)",1
"('hoekmin',)",1
"('infiltr',)",1
"('wherein',)",1
"('lev',)",1
"('ndc',)",1
"('admin',)",1
"('tobuy',)",1
"('docksthefutur',)",1
"('fluorochemistri',)",1
"('downsid',)",1
"('distract',)",1
"('conscienc',)",1
"('wound',)",1
"('betterunderstand',)",1
"('stignergi',)",1
"('love',)",1
"('glyoxyl',)",1
"('unrival',)",1
"('communitarian',)",1
"('datacloud',)",1
"('dea',)",1
"('eid',)",1
"('yeelimit',)",1
"('soh',)",1
"('caribbean',)",1
"('panepow',)",1
"('chariti',)",1
"('rwth',)",1
"('auditori',)",1
"('rezbuild',)",1
"('newag',)",1
"('circumpolar',)",1
"('tow',)",1
"('engagesuit',)",1
"('insero',)",1
"('reactant',)",1
"('spotlight',)",1
"('softwarepackag',)",1
"('metabolis',)",1
"('politician',)",1
"('delic',)",1
"('glean',)",1
"('extremesfor',)",1
"('fwd',)",1
"('celj',)",1
"('incomprehens',)",1
"('arehundr',)",1
"('watersh',)",1
"('discriminatori',)",1
"('gs',)",1
"('mexico',)",1
"('mint',)",1
"('csic',)",1
"('hev',)",1
"('electricityconsumpt',)",1
"('fertig',)",1
"('isnon',)",1
"('greentop',)",1
"('mispric',)",1
"('cppp',)",1
"('photopolymer',)",1
"('angel',)",1
"('redefinit',)",1
"('turnaround',)",1
"('mall',)",1
"('workwel',)",1
"('kentro',)",1
"('dismolgel',)",1
"('counterbalanc',)",1
"('maesdoso',)",1
"('crosscraft',)",1
"('sheer',)",1
"('menorca',)",1
"('maplesoft',)",1
"('microsystem',)",1
"('intract',)",1
"('tone',)",1
"('palett',)",1
"('immunolog',)",1
"('jace',)",1
"('sogesca',)",1
"('egypt',)",1
"('hpd',)",1
"('gigabyt',)",1
"('vėjo',)",1
"('metamodel',)",1
"('albedo',)",1
"('mech',)",1
"('lactic',)",1
"('grab',)",1
"('simplif',)",1
"('dissmein',)",1
"('gallen',)",1
"('unfulfil',)",1
"('hba',)",1
"('shortcut',)",1
"('unfavour',)",1
"('bocconi',)",1
"('schema',)",1
"('slightli',)",1
"('preheat',)",1
"('millet',)",1
"('complaint',)",1
"('clog',)",1
"('orchestra',)",1
"('financingth',)",1
"('sow',)",1
"('pue',)",1
"('mauri',)",1
"('femal',)",1
"('leen',)",1
"('somewhat',)",1
"('calcif',)",1
"('herrero',)",1
"('ranʼ',)",1
"('beetroot',)",1
"('ohmic',)",1
"('sunboost',)",1
"('fibrou',)",1
"('cherri',)",1
"('estructur',)",1
"('tighten',)",1
"('buildquot',)",1
"('unassist',)",1
"('dyne',)",1
"('monitoringof',)",1
"('rat',)",1
"('outnumb',)",1
"('overmatch',)",1
"('multicycl',)",1
"('imparti',)",1
"('mente',)",1
"('emf',)",1
"('popstar',)",1
"('tutori',)",1
"('aster',)",1
"('initiativesact',)",1
"('dunbeag',)",1
"('morcillo',)",1
"('rognli',)",1
"('handicraft',)",1
"('dimmabl',)",1
"('torrefact',)",1
"('formalis',)",1
"('stoichiometr',)",1
"('foss',)",1
"('scai',)",1
"('evenli',)",1
"('ladder',)",1
"('risingpurchas',)",1
"('douro',)",1
"('antofagasta',)",1
"('seater',)",1
"('apv',)",1
"('freq',)",1
"('millennia',)",1
"('civilian',)",1
"('irrespect',)",1
"('ingest',)",1
"('rey',)",1
"('winglet',)",1
"('energysuppli',)",1
"('biofilm',)",1
"('snowfal',)",1
"('underexplor',)",1
"('connetct',)",1
"('triassic',)",1
"('bda',)",1
"('solvat',)",1
"('wroclaw',)",1
"('hole',)",1
"('predat',)",1
"('snc',)",1
"('networksshould',)",1
"('plagu',)",1
"('duringoper',)",1
"('zirconium',)",1
"('partak',)",1
"('sva',)",1
"('canyon',)",1
"('dec',)",1
"('antalya',)",1
"('aks',)",1
"('riga',)",1
"('slum',)",1
"('diy',)",1
"('arithmet',)",1
"('weinberg',)",1
"('oxymoron',)",1
"('nanolithographi',)",1
"('anytim',)",1
"('nanoarchitectur',)",1
"('litomeric',)",1
"('cenozo',)",1
"('convincingli',)",1
"('lisbon',)",1
"('univer',)",1
"('radial',)",1
"('aioti',)",1
"('transformth',)",1
"('mpm',)",1
"('ecco',)",1
"('fgpa',)",1
"('eriv',)",1
"('masp',)",1
"('provenc',)",1
"('highcontrol',)",1
"('winterthur',)",1
"('rote',)",1
"('versu',)",1
"('biomicrofluid',)",1
"('enerpip',)",1
"('rho',)",1
"('duurzaam',)",1
"('leco',)",1
"('efficiencyand',)",1
"('english',)",1
"('diverg',)",1
"('text',)",1
"('andfurth',)",1
"('enerdigit',)",1
"('unintent',)",1
"('toproduc',)",1
"('triall',)",1
"('agronom',)",1
"('constanli',)",1
"('tecnalia',)",1
"('thermoplast',)",1
"('sine',)",1
"('showerhead',)",1
"('significantmainten',)",1
"('indc',)",1
"('thulium',)",1
"('decongest',)",1
"('bechmark',)",1
"('lhospitalet',)",1
"('nvh',)",1
"('esc',)",1
"('aerothermodynam',)",1
"('cloudi',)",1
"('jaén',)",1
"('andproduct',)",1
"('rip',)",1
"('lecc',)",1
"('blizzard',)",1
"('lhc',)",1
"('infus',)",1
"('redact',)",1
"('ihr',)",1
"('armenia',)",1
"('malawi',)",1
"('cyanobacteri',)",1
"('ʽdi',)",1
"('hereaft',)",1
"('gco',)",1
"('canadian',)",1
"('bisphenol',)",1
"('león',)",1
"('ng',)",1
"('scoop',)",1
"('frameless',)",1
"('andcombin',)",1
"('dominantli',)",1
"('cpv',)",1
"('mesoparticl',)",1
"('lausann',)",1
"('totrain',)",1
"('tesla',)",1
"('bayonn',)",1
"('dearli',)",1
"('soup',)",1
"('imbu',)",1
"('sansox',)",1
"('rct',)",1
"('electrificationth',)",1
"('kanpur',)",1
"('aryl',)",1
"('va',)",1
"('altboc',)",1
"('weekli',)",1
"('maxima',)",1
"('complianceth',)",1
"('potsdam',)",1
"('empti',)",1
"('posteriori',)",1
"('susnasol',)",1
"('handset',)",1
"('altomont',)",1
"('wsn',)",1
"('sick',)",1
"('gastrointestin',)",1
"('highadapt',)",1
"('infrastuctur',)",1
"('chapter',)",1
"('veram',)",1
"('telvent',)",1
"('fzj',)",1
"('getter',)",1
"('pretreat',)",1
"('konstantino',)",1
"('roch',)",1
"('systematis',)",1
"('seafood',)",1
"('colmat',)",1
"('usef',)",1
"('nonylphenol',)",1
"('rrna',)",1
"('pacif',)",1
"('transportservic',)",1
"('leaseback',)",1
"('crowdsourc',)",1
"('longlast',)",1
"('op',)",1
"('todevelop',)",1
"('levelsth',)",1
"('napl',)",1
"('micofluid',)",1
"('blanc',)",1
"('eranet',)",1
"('prototypesof',)",1
"('logwood',)",1
"('kft',)",1
"('disruptiveretrofit',)",1
"('cast',)",1
"('biopsi',)",1
"('contentflow',)",1
"('cidetec',)",1
"('powercloud',)",1
"('rife',)",1
"('changemateri',)",1
"('skeleton',)",1
"('firedrak',)",1
"('intimaci',)",1
"('shipment',)",1
"('benefic',)",1
"('nanocellular',)",1
"('metalloenzym',)",1
"('fehrl',)",1
"('brittl',)",1
"('arbitrag',)",1
"('ampoul',)",1
"('chevron',)",1
"('sodexo',)",1
"('upwel',)",1
"('ofenvironment',)",1
"('mineralis',)",1
"('individualcitizen',)",1
"('innsbruck',)",1
"('ntua',)",1
"('bodø',)",1
"('artquot',)",1
"('smog',)",1
"('superemfl',)",1
"('spinoff',)",1
"('plenari',)",1
"('tweezer',)",1
"('pyrolyt',)",1
"('quota',)",1
"('macrocycl',)",1
"('sumteq',)",1
"('photofluo',)",1
"('printabl',)",1
"('sharefor',)",1
"('actinid',)",1
"('terni',)",1
"('concomitantli',)",1
"('copewith',)",1
"('fidel',)",1
"('slug',)",1
"('xp',)",1
"('outgo',)",1
"('alchimi',)",1
"('chromat',)",1
"('projecthypst',)",1
"('chatbot',)",1
"('unriv',)",1
"('cannon',)",1
"('qcd',)",1
"('castilla',)",1
"('cicero',)",1
"('arteri',)",1
"('wwu',)",1
"('hover',)",1
"('spous',)",1
"('spell',)",1
"('squir',)",1
"('cereal',)",1
"('bonnet',)",1
"('fauna',)",1
"('qcm',)",1
"('timeconsumpt',)",1
"('email',)",1
"('wtu',)",1
"('mlei',)",1
"('reconsid',)",1
"('kyoto',)",1
"('challen',)",1
"('lenght',)",1
"('sizeto',)",1
"('thermoclin',)",1
"('terawatt',)",1
"('greenshift',)",1
"('conting',)",1
"('formaldehyd',)",1
"('dépôt',)",1
"('page',)",1
"('stroke',)",1
"('tuc',)",1
"('euth',)",1
"('öamtc',)",1
"('outset',)",1
"('hen',)",1
"('lacemak',)",1
"('graph',)",1
"('reformul',)",1
"('reconsider',)",1
"('chill',)",1
"('sothern',)",1
"('ufp',)",1
"('quiescent',)",1
"('ultralight',)",1
"('expel',)",1
"('harmless',)",1
"('palaeoecolog',)",1
"('niluf',)",1
"('symbios',)",1
"('zaak',)",1
"('ksr',)",1
"('transitionthi',)",1
"('royalti',)",1
"('districrt',)",1
"('pablo',)",1
"('ybco',)",1
"('hiperform',)",1
"('nanosynaps',)",1
"('gasolin',)",1
"('krafla',)",1
"('euopean',)",1
"('peripher',)",1
"('hypothes',)",1
"('nanomechan',)",1
"('gsa',)",1
"('hindranc',)",1
"('iwrm',)",1
"('consititut',)",1
"('multispectr',)",1
"('unsaf',)",1
"('pollen',)",1
"('boisseau',)",1
"('espoo',)",1
"('thetrl',)",1
"('ateri',)",1
"('communauté',)",1
"('managenergi',)",1
"('organsi',)",1
"('virtualpositiveenergi',)",1
"('ibiza',)",1
"('dimplex',)",1
"('cafe',)",1
"('neocortex',)",1
"('wlcg',)",1
"('uclouvain',)",1
"('ald',)",1
"('anthrpogen',)",1
"('auction',)",1
"('isestim',)",1
"('florian',)",1
"('debegesa',)",1
"('cnesth',)",1
"('tamper',)",1
"('clever',)",1
"('terephthal',)",1
"('polycrystallin',)",1
"('molybdenum',)",1
"('bunsen',)",1
"('eilat',)",1
"('genk',)",1
"('circumv',)",1
"('ptolemaida',)",1
"('perfluoroalkyl',)",1
"('ikon',)",1
"('microencapsul',)",1
"('pfp',)",1
"('sira',)",1
"('crowdcomput',)",1
"('locomot',)",1
"('cryptographi',)",1
"('multidisciplinar',)",1
"('rebar',)",1
"('reinsur',)",1
"('overijssel',)",1
"('nanotextur',)",1
"('predecessor',)",1
"('evora',)",1
"('wrap',)",1
"('banja',)",1
"('sprinkler',)",1
"('technidron',)",1
"('offacil',)",1
"('smartest',)",1
"('thereflect',)",1
"('subvert',)",1
"('savvi',)",1
"('knot',)",1
"('internalrenov',)",1
"('pivotalrol',)",1
"('iscan',)",1
"('supercool',)",1
"('overconsumpt',)",1
"('benefactor',)",1
"('xylem',)",1
"('cf',)",1
"('inextric',)",1
"('bitrat',)",1
"('asv',)",1
"('watercours',)",1
"('mwco',)",1
"('pam',)",1
"('invok',)",1
"('astronom',)",1
"('ultracharg',)",1
"('fallout',)",1
"('geomat',)",1
"('lerverag',)",1
"('exp',)",1
"('eurocod',)",1
"('tranship',)",1
"('sarajevo',)",1
"('overdu',)",1
"('grimmer',)",1
"('automethan',)",1
"('ruse',)",1
"('gråsten',)",1
"('dazur',)",1
"('trolleybu',)",1
"('calabria',)",1
"('packet',)",1
"('jpp',)",1
"('galvan',)",1
"('forerun',)",1
"('warta',)",1
"('arisen',)",1
"('para',)",1
"('imagin',)",1
"('stuttgart',)",1
"('aluminotherm',)",1
"('overventil',)",1
"('outlet',)",1
"('lightn',)",1
"('ctf',)",1
"('imperi',)",1
"('urbana',)",1
"('stylish',)",1
"('malleabl',)",1
"('sprang',)",1
"('casualti',)",1
"('lappeenranta',)",1
"('arduou',)",1
"('namami',)",1
"('gran',)",1
"('colorimetr',)",1
"('belit',)",1
"('esa',)",1
"('zebau',)",1
"('interlinkag',)",1
"('herd',)",1
"('ljubljana',)",1
"('anthraquinon',)",1
"('permiss',)",1
"('transcod',)",1
"('pproject',)",1
"('overexploit',)",1
"('fj',)",1
"('uneth',)",1
"('aquapon',)",1
"('cooltoris',)",1
"('nourish',)",1
"('wien',)",1
"('evtol',)",1
"('kerava',)",1
"('triplic',)",1
"('satisfactori',)",1
"('didson',)",1
"('befesa',)",1
"('mdo',)",1
"('almada',)",1
"('spf',)",1
"('ictiv',)",1
"('chimiqu',)",1
"('pokorski',)",1
"('productconcept',)",1
"('mimick',)",1
"('chiralspin',)",1
"('spore',)",1
"('semin',)",1
"('stiffen',)",1
"('keeper',)",1
"('usmb',)",1
"('hansson',)",1
"('excellenceal',)",1
"('away',)",1
"('sera',)",1
"('automationth',)",1
"('avalanch',)",1
"('μm',)",1
"('feec',)",1
"('shc',)",1
"('moravia',)",1
"('spandrel',)",1
"('epta',)",1
"('silesian',)",1
"('redress',)",1
"('marginalis',)",1
"('sorghum',)",1
"('enermap',)",1
"('ιτ',)",1
"('mårup',)",1
"('marketour',)",1
"('deadlin',)",1
"('monocrystallin',)",1
"('fillet',)",1
"('ucam',)",1
"('amalgam',)",1
"('surplus',)",1
"('stavang',)",1
"('broker',)",1
"('soviet',)",1
"('withtradit',)",1
"('drr',)",1
"('limeston',)",1
"('batio',)",1
"('tajikistan',)",1
"('dross',)",1
"('seemingli',)",1
"('güssing',)",1
"('liander',)",1
"('inaccuraci',)",1
"('alenia',)",1
"('danfoss',)",1
"('lambedusa',)",1
"('biokerosen',)",1
"('su',)",1
"('recoveredand',)",1
"('berth',)",1
"('oscillatori',)",1
"('inhal',)",1
"('radioact',)",1
"('vitrim',)",1
"('populatith',)",1
"('eötvö',)",1
"('lsp',)",1
"('revolutionalis',)",1
"('climatis',)",1
"('impract',)",1
"('permafrost',)",1
"('briefli',)",1
"('unplan',)",1
"('auspic',)",1
"('restaur',)",1
"('swap',)",1
"('tpd',)",1
"('vlsi',)",1
"('rtu',)",1
"('blumorpho',)",1
"('bric',)",1
"('pasti',)",1
"('fa',)",1
"('rectifi',)",1
"('soi',)",1
"('del',)",1
"('deduc',)",1
"('antarct',)",1
"('postgradu',)",1
"('tellurium',)",1
"('rtcm',)",1
"('jam',)",1
"('boot',)",1
"('belaru',)",1
"('chiefli',)",1
"('cryptograph',)",1
"('efficientrespons',)",1
"('abundantli',)",1
"('foobot',)",1
"('diffract',)",1
"('counterfeit',)",1
"('trolleyhybrid',)",1
"('ggp',)",1
"('eurocontrol',)",1
"('foropa',)",1
"('smartwir',)",1
"('organel',)",1
"('squad',)",1
"('graasten',)",1
"('antrieb',)",1
"('saferin',)",1
"('utilit',)",1
"('agrow',)",1
"('ida',)",1
"('sierra',)",1
"('oestesustentável',)",1
"('nina',)",1
"('nonvis',)",1
"('inbuilt',)",1
"('wo',)",1
"('polypropylen',)",1
"('headcount',)",1
"('symmetri',)",1
"('hydroelectr',)",1
"('badg',)",1
"('freshseal',)",1
"('replet',)",1
"('fertilizersand',)",1
"('uel',)",1
"('ur',)",1
"('overdesign',)",1
"('aoc',)",1
"('raybas',)",1
"('eucar',)",1
"('breakwat',)",1
"('nonexist',)",1
"('superstr',)",1
"('smartif',)",1
"('metabuild',)",1
"('beneficiariesaft',)",1
"('manhol',)",1
"('seismolog',)",1
"('vagu',)",1
"('supersit',)",1
"('swime',)",1
"('brunswick',)",1
"('fraud',)",1
"('andwev',)",1
"('enteropathogen',)",1
"('geopolymer',)",1
"('srb',)",1
"('ioniti',)",1
"('mwth',)",1
"('elkem',)",1
"('unachiev',)",1
"('smgt',)",1
"('armenian',)",1
"('nuremberg',)",1
"('fenic',)",1
"('innanocomposit',)",1
"('dia',)",1
"('tram',)",1
"('repetit',)",1
"('singli',)",1
"('ksf',)",1
"('cyanobacterium',)",1
"('ecv',)",1
"('unibo',)",1
"('remoni',)",1
"('disnet',)",1
"('gave',)",1
"('wewil',)",1
"('counter',)",1
"('heroya',)",1
"('frontlin',)",1
"('cityxchang',)",1
"('glubam',)",1
"('greinonwil',)",1
"('andgreen',)",1
"('santiago',)",1
"('iiasa',)",1
"('crosscut',)",1
"('palac',)",1
"('papathanasi',)",1
"('selena',)",1
"('immobil',)",1
"('coronaviru',)",1
"('cushion',)",1
"('subtop',)",1
"('gang',)",1
"('ascend',)",1
"('hypothermia',)",1
"('enscm',)",1
"('zaragoza',)",1
"('mhz',)",1
"('fruiti',)",1
"('srhfo',)",1
"('tenanc',)",1
"('tud',)",1
"('preciou',)",1
"('loophol',)",1
"('costsbi',)",1
"('pred',)",1
"('speciat',)",1
"('horisont',)",1
"('mafeip',)",1
"('photocurr',)",1
"('temporarili',)",1
"('byus',)",1
"('lingual',)",1
"('thz',)",1
"('tantal',)",1
"('fourier',)",1
"('tecnich',)",1
"('lez',)",1
"('ewe',)",1
"('rebuild',)",1
"('gpu',)",1
"('snapshot',)",1
"('almond',)",1
"('furan',)",1
"('triazin',)",1
"('videophon',)",1
"('fullyimpl',)",1
"('withdraw',)",1
"('spa',)",1
"('vine',)",1
"('vst',)",1
"('pitfal',)",1
"('plantsth',)",1
"('heavyweight',)",1
"('scalar',)",1
"('trondheim',)",1
"('whichev',)",1
"('earthworm',)",1
"('unauthor',)",1
"('sunnier',)",1
"('troubleshoot',)",1
"('township',)",1
"('withouth',)",1
"('cancel',)",1
"('vortex',)",1
"('disequilibrium',)",1
"('gtco',)",1
"('pentahelixtask',)",1
"('straightforwardli',)",1
"('spallat',)",1
"('loughborough',)",1
"('withal',)",1
"('naval',)",1
"('piotr',)",1
"('navarra',)",1
"('approachto',)",1
"('inertiaheatil',)",1
"('friday',)",1
"('magnetohydrodynam',)",1
"('sporad',)",1
"('utrecht',)",1
"('transferact',)",1
"('implod',)",1
"('rimini',)",1
"('immisc',)",1
"('cic',)",1
"('emlfl',)",1
"('rb',)",1
"('awn',)",1
"('methodologiesproduc',)",1
"('alkmaar',)",1
"('graphit',)",1
"('steinbei',)",1
"('zebra',)",1
"('alder',)",1
"('phytoplankton',)",1
"('overcost',)",1
"('silenc',)",1
"('void',)",1
"('multicultur',)",1
"('primit',)",1
"('buckl',)",1
"('sword',)",1
"('drip',)",1
"('crete',)",1
"('authoris',)",1
"('maper',)",1
"('provinci',)",1
"('epidem',)",1
"('wacker',)",1
"('rigouru',)",1
"('therapi',)",1
"('crm',)",1
"('tata',)",1
"('iin',)",1
"('parameter',)",1
"('sebastia',)",1
"('actionswil',)",1
"('ede',)",1
"('buildingsmart',)",1
"('sew',)",1
"('nineti',)",1
"('liais',)",1
"('timisoara',)",1
"('sensoris',)",1
"('dryland',)",1
"('credenti',)",1
"('instig',)",1
"('itmati',)",1
"('disclosur',)",1
"('pj',)",1
"('supra',)",1
"('applet',)",1
"('todemonstr',)",1
"('insolv',)",1
"('disadvantagei',)",1
"('pilkington',)",1
"('runner',)",1
"('mbar',)",1
"('sustainabilityaccsess',)",1
"('solidar',)",1
"('suppress',)",1
"('ju',)",1
"('mcm',)",1
"('ceu',)",1
"('neatli',)",1
"('eólico',)",1
"('ccfame',)",1
"('socket',)",1
"('tive',)",1
"('ʽresourc',)",1
"('micropow',)",1
"('larnaca',)",1
"('deserv',)",1
"('phytosensor',)",1
"('wareh',)",1
"('dead',)",1
"('juelich',)",1
"('glulam',)",1
"('philippin',)",1
"('clsm',)",1
"('bioethanol',)",1
"('alqueva',)",1
"('indo',)",1
"('sm',)",1
"('μmole',)",1
"('london',)",1
"('sigfox',)",1
"('aix',)",1
"('broman',)",1
"('loi',)",1
"('canva',)",1
"('longev',)",1
"('meat',)",1
"('rew',)",1
"('forsustain',)",1
"('buildnet',)",1
"('plat',)",1
"('inventor',)",1
"('belfast',)",1
"('legionella',)",1
"('eicb',)",1
"('perspir',)",1
"('visirday',)",1
"('heusler',)",1
"('sao',)",1
"('constanta',)",1
"('idex',)",1
"('silo',)",1
"('metabolit',)",1
"('vigo',)",1
"('gef',)",1
"('togehet',)",1
"('sulfat',)",1
"('quizz',)",1
"('strategiesand',)",1
"('macromonom',)",1
"('cruz',)",1
"('dom',)",1
"('afternoon',)",1
"('tescan',)",1
"('lea',)",1
"('bacterivor',)",1
"('fcci',)",1
"('hairi',)",1
"('ol',)",1
"('fluoropolym',)",1
"('bias',)",1
"('lilium',)",1
"('annoy',)",1
"('epchub',)",1
"('alia',)",1
"('japanes',)",1
"('simbiosi',)",1
"('bioinspir',)",1
"('seawal',)",1
"('scot',)",1
"('sim',)",1
"('cessda',)",1
"('ted',)",1
"('intercal',)",1
"('canvass',)",1
"('viewpoint',)",1
"('rufepa',)",1
"('ivori',)",1
"('phototroph',)",1
"('meccanica',)",1
"('repr',)",1
"('hydrid',)",1
"('autarki',)",1
"('injur',)",1
"('refreshingli',)",1
